timestamp,session_id,api_calls_per_sec,memory_usage,cpu_load,encryption_time_ms,layer_activated,response_size_bytes,request_geo_entropy,payload_entropy,tls_cipher_strength,io_wait_percentage,quantum_safety_score,is_anomaly,attack_type,data_source,rolling_api_std_10s,cpu_memory_ratio,time_since_last_req
2025-04-04 12:11:36.738382,sess_134,16.7,34.94,37.67,151.26,BIKE,2048,0.909,0.322,256,4.015480641092571,95,0,normal,NIST PQC Reference,,1.078,0.0
2025-04-04 12:11:37.738382,sess_12,18.96,27.72,44.03,157.94,Falcon,1024,0.802,0.418,256,3.808502791194172,90,0,normal,NIST PQC Reference,,1.588,0.0
2025-04-04 12:11:38.738382,sess_283,10.6,35.62,25.07,227.69,Falcon,2048,0.992,0.483,256,3.8526196383998026,90,0,normal,NIST PQC Reference,,0.704,0.0
2025-04-04 12:11:39.738382,sess_326,15.5,30.97,14.49,171.51,NTRU,2048,0.964,0.38,256,3.996486547993839,97,0,normal,NIST PQC Reference,,0.468,0.0
2025-04-04 12:11:40.738382,sess_253,17.68,27.68,36.21,146.78,Kyber,2048,0.745,0.597,256,1.5367406074279875,99,0,normal,NIST PQC Reference,,1.308,0.0
2025-04-04 12:11:41.738382,sess_89,11.08,32.42,38.14,149.23,BIKE,1024,0.864,0.507,256,4.222784929471588,91,0,normal,NIST PQC Reference,,1.176,0.0
2025-04-04 12:11:42.738382,sess_216,21.82,55.31,26.76,165.47,NTRU,2048,0.863,0.383,256,2.815490477811173,93,0,normal,NIST PQC Reference,,0.484,0.0
2025-04-04 12:11:43.738382,sess_122,16.3,41.25,17.63,160.39,Falcon,1024,0.969,0.445,256,3.952701019559636,94,0,normal,NIST PQC Reference,,0.427,0.0
2025-04-04 12:11:44.738382,sess_24,18.09,44.74,32.26,166.95,Kyber,1024,0.942,0.405,256,1.3797833960058075,97,0,normal,NIST PQC Reference,,0.721,0.0
2025-04-04 12:11:45.738382,sess_328,18.88,36.57,97.87,438.39,Dilithium,128,0.353,0.828,256,7.730463938373585,83,1,side_channel,CVE-2023-4567 | CHES 2023 | IACR ePrint 2023/456,,2.676,0.0
2025-04-04 12:11:46.738382,sess_258,18.67,27.36,22.49,151.74,BIKE,4096,0.812,0.302,256,1.3720072962173502,96,0,normal,NIST PQC Reference,,0.822,0.0
2025-04-04 12:11:47.738382,sess_320,19.82,38.3,38.22,187.94,Kyber,2048,0.71,0.41,256,3.299352134339334,92,0,normal,NIST PQC Reference,,0.998,0.0
2025-04-04 12:11:48.738382,sess_267,8.15,28.83,38.79,192.81,Falcon,2048,0.732,0.515,256,1.2194449251619393,90,0,normal,NIST PQC Reference,,1.345,0.0
2025-04-04 12:11:49.738382,sess_60,15.07,46.63,27.35,248.0,BIKE,4096,0.835,0.559,256,4.618250602896193,91,0,normal,NIST PQC Reference,,0.587,0.0
2025-04-04 12:11:50.738382,sess_82,10.18,42.82,30.42,195.88,Falcon,1024,0.834,0.311,256,1.195522805323554,91,0,normal,NIST PQC Reference,,0.71,0.0
2025-04-04 12:11:51.738382,sess_52,13.88,40.71,34.73,148.54,Kyber,1024,0.752,0.547,256,1.814351603839376,93,0,normal,NIST PQC Reference,,0.853,0.0
2025-04-04 12:11:52.738382,sess_201,12.74,41.22,40.46,171.45,BIKE,4096,0.836,0.574,256,1.6261182547896071,94,0,normal,NIST PQC Reference,6.89,0.982,26.0
2025-04-04 12:11:53.738382,sess_35,16.07,25.03,31.73,211.56,Falcon,1024,0.93,0.421,256,1.5225958170944422,90,0,normal,NIST PQC Reference,,1.268,0.0
2025-04-04 12:11:54.738382,sess_51,16.15,28.53,40.57,171.13,NTRU,2048,0.794,0.394,256,1.4417792775011642,96,0,normal,NIST PQC Reference,,1.422,0.0
2025-04-04 12:11:55.738382,sess_37,20.42,43.43,16.22,149.37,NTRU,1024,0.781,0.475,256,3.4577243375899243,90,0,normal,NIST PQC Reference,,0.373,0.0
2025-04-04 12:11:56.738382,sess_212,16.52,37.06,30.24,226.16,Falcon,4096,0.802,0.323,256,4.142703655460279,92,0,normal,NIST PQC Reference,,0.816,0.0
2025-04-04 12:11:57.738382,sess_280,17.85,44.08,39.54,219.54,Falcon,2048,0.751,0.431,256,4.860010895959588,93,0,normal,NIST PQC Reference,,0.897,0.0
2025-04-04 12:11:58.738382,sess_331,9.24,22.99,31.65,151.17,NTRU,4096,0.928,0.545,256,2.589494305440948,90,0,normal,NIST PQC Reference,,1.377,0.0
2025-04-04 12:11:59.738382,sess_284,65.52,88.31,91.43,78.84,Falcon,128,0.393,0.887,128,14.660630463611898,72,1,fragmentation_attack,CVE-2022-26320 | ACM CCS '22 | Falcon's CVE-2023-4567,,1.035,0.0
2025-04-04 12:12:00.738382,sess_316,15.32,37.33,97.56,415.88,Dilithium,128,0.431,0.82,128,13.29067443027397,80,1,side_channel,CVE-2023-4567 | CHES 2023 | IACR ePrint 2023/456,,2.613,0.0
2025-04-04 12:12:01.738382,sess_110,11.35,36.73,30.46,180.45,Falcon,4096,0.787,0.466,256,4.301204984930047,95,0,normal,NIST PQC Reference,,0.829,0.0
2025-04-04 12:12:02.738382,sess_125,21.82,41.63,30.15,179.73,NTRU,2048,0.755,0.477,256,3.419041907402238,97,0,normal,NIST PQC Reference,,0.724,0.0
2025-04-04 12:12:03.738382,sess_181,11.69,41.82,22.07,167.48,NTRU,4096,0.953,0.323,256,3.3861958130861067,100,0,normal,NIST PQC Reference,,0.528,0.0
2025-04-04 12:12:04.738382,sess_312,76.71,96.98,96.33,25.86,Kyber,256,0.424,0.805,128,6.406362712322232,84,1,quantum_bruteforce,NIST IR 8413 (Table 5) | CVE-2023-33201 | USENIX Security '23,,0.993,0.0
2025-04-04 12:12:05.738382,sess_330,23.83,38.24,17.39,190.19,NTRU,4096,0.794,0.426,256,3.0117922904076027,97,0,normal,NIST PQC Reference,,0.455,0.0
2025-04-04 12:12:06.738382,sess_296,16.89,48.21,16.73,255.31,Falcon,2048,0.896,0.341,256,4.342955892826588,97,0,normal,NIST PQC Reference,2.96,0.347,45.0
2025-04-04 12:12:07.738382,sess_283,21.33,29.34,34.44,199.37,BIKE,1024,0.763,0.337,256,1.2066400624851163,90,0,normal,NIST PQC Reference,7.59,1.174,29.0
2025-04-04 12:12:08.738382,sess_61,14.9,27.54,17.05,167.69,NTRU,4096,0.966,0.359,256,4.372516768819031,94,0,normal,NIST PQC Reference,9.12,0.619,52.0
2025-04-04 12:12:09.738382,sess_30,23.16,23.56,25.6,203.92,Falcon,1024,0.758,0.318,256,2.5198759791728516,92,0,normal,NIST PQC Reference,,1.087,0.0
2025-04-04 12:12:10.738382,sess_118,15.29,53.78,34.05,202.74,BIKE,4096,0.882,0.532,256,1.258475426312914,90,0,normal,NIST PQC Reference,8.56,0.633,48.0
2025-04-04 12:12:11.738382,sess_128,16.0,30.2,30.7,170.37,BIKE,1024,0.83,0.354,256,4.286380629264039,99,0,normal,NIST PQC Reference,,1.017,0.0
2025-04-04 12:12:12.738382,sess_172,5.51,45.24,23.85,216.45,NTRU,1024,0.939,0.564,256,1.8023379735297396,91,0,normal,NIST PQC Reference,,0.527,0.0
2025-04-04 12:12:13.738382,sess_27,14.24,39.71,32.81,137.55,Kyber,4096,0.985,0.451,256,2.732144191543706,98,0,normal,NIST PQC Reference,,0.826,0.0
2025-04-04 12:12:14.738382,sess_58,19.42,31.28,23.78,162.18,NTRU,1024,0.87,0.573,256,4.565986903809634,93,0,normal,NIST PQC Reference,44.92,0.76,39.0
2025-04-04 12:12:15.738382,sess_197,19.5,37.46,38.13,195.74,BIKE,2048,0.961,0.514,256,3.7447087897741604,94,0,normal,NIST PQC Reference,,1.018,0.0
2025-04-04 12:12:16.738382,sess_153,17.76,29.32,12.12,163.38,Falcon,2048,0.732,0.461,256,2.4545059158603753,93,0,normal,NIST PQC Reference,,0.413,0.0
2025-04-04 12:12:17.738382,sess_47,17.74,33.38,27.82,194.17,NTRU,2048,0.881,0.383,256,2.317093498343943,99,0,normal,NIST PQC Reference,,0.833,0.0
2025-04-04 12:12:18.738382,sess_161,12.96,37.09,30.12,203.27,BIKE,1024,0.705,0.409,256,3.902978289938536,94,0,normal,NIST PQC Reference,,0.812,0.0
2025-04-04 12:12:19.738382,sess_287,18.41,32.52,33.24,167.14,NTRU,2048,0.725,0.549,256,2.1110765967815275,90,0,normal,NIST PQC Reference,,1.022,0.0
2025-04-04 12:12:20.738382,sess_13,24.56,43.52,12.08,168.83,BIKE,4096,0.993,0.521,256,2.3867431480431223,99,0,normal,NIST PQC Reference,,0.278,0.0
2025-04-04 12:12:21.738382,sess_177,20.79,41.33,36.24,162.57,Kyber,4096,0.898,0.386,256,4.328070491457893,100,0,normal,NIST PQC Reference,,0.877,0.0
2025-04-04 12:12:22.738382,sess_131,11.5,34.93,9.1,253.11,Falcon,1024,0.943,0.36,256,2.2462196509238788,93,0,normal,NIST PQC Reference,,0.261,0.0
2025-04-04 12:12:23.738382,sess_9,10.87,32.43,34.13,157.6,NTRU,4096,0.831,0.547,256,1.6610615320102742,92,0,normal,NIST PQC Reference,,1.052,0.0
2025-04-04 12:12:24.738382,sess_178,12.83,36.63,35.59,167.45,Kyber,4096,0.937,0.597,256,3.61032882859385,98,0,normal,NIST PQC Reference,,0.972,0.0
2025-04-04 12:12:25.738382,sess_116,7.76,23.74,22.82,145.73,Kyber,4096,0.974,0.366,256,3.0252170735741815,97,0,normal,NIST PQC Reference,,0.961,0.0
2025-04-04 12:12:26.738382,sess_7,4.81,47.56,26.98,149.91,Kyber,1024,0.962,0.517,256,4.851160544306808,100,0,normal,NIST PQC Reference,,0.567,0.0
2025-04-04 12:12:27.738382,sess_107,16.61,28.38,35.19,245.98,Falcon,1024,0.77,0.46,256,1.1106159028667437,96,0,normal,NIST PQC Reference,,1.24,0.0
2025-04-04 12:12:28.738382,sess_83,7.77,28.25,26.57,180.07,NTRU,1024,0.748,0.558,256,1.5053608787535433,99,0,normal,NIST PQC Reference,,0.94,0.0
2025-04-04 12:12:29.738382,sess_32,16.12,35.1,30.98,160.67,BIKE,2048,0.749,0.344,256,4.356866474789266,94,0,normal,NIST PQC Reference,,0.883,0.0
2025-04-04 12:12:30.738382,sess_188,26.38,38.25,25.68,210.92,NTRU,4096,0.714,0.366,256,4.735852408334679,92,0,normal,NIST PQC Reference,,0.671,0.0
2025-04-04 12:12:31.738382,sess_69,19.36,36.47,51.9,133.83,Kyber,4096,0.998,0.359,256,3.966549844980867,99,0,normal,NIST PQC Reference,,1.423,0.0
2025-04-04 12:12:32.738382,sess_79,14.21,24.16,40.33,130.18,NTRU,2048,0.895,0.367,256,2.5101980051709645,93,0,normal,NIST PQC Reference,,1.669,0.0
2025-04-04 12:12:33.738382,sess_282,16.71,50.01,39.5,157.31,NTRU,4096,0.86,0.341,256,1.3328712621313277,91,0,normal,NIST PQC Reference,,0.79,0.0
2025-04-04 12:12:34.738382,sess_244,18.71,46.81,37.0,196.03,Falcon,2048,0.744,0.319,256,4.382521268224506,94,0,normal,NIST PQC Reference,,0.79,0.0
2025-04-04 12:12:35.738382,sess_109,20.9,31.25,12.87,213.85,BIKE,2048,0.789,0.311,256,4.014150439947127,97,0,normal,NIST PQC Reference,,0.412,0.0
2025-04-04 12:12:36.738382,sess_53,16.38,37.23,5.48,131.97,Kyber,1024,0.939,0.531,256,4.938007188305413,97,0,normal,NIST PQC Reference,,0.147,0.0
2025-04-04 12:12:37.738382,sess_43,15.03,35.38,25.5,183.7,NTRU,1024,0.822,0.362,256,3.568472413484115,92,0,normal,NIST PQC Reference,,0.721,0.0
2025-04-04 12:12:38.738382,sess_303,8.16,39.28,40.6,218.53,BIKE,4096,0.976,0.549,256,4.144866321739244,93,0,normal,NIST PQC Reference,,1.034,0.0
2025-04-04 12:12:39.738382,sess_323,16.66,29.01,45.51,152.31,Kyber,1024,0.73,0.311,256,3.322855632917294,94,0,normal,NIST PQC Reference,,1.569,0.0
2025-04-04 12:12:40.738382,sess_31,15.85,44.23,40.27,153.32,Kyber,1024,0.899,0.583,256,1.9509176368072962,99,0,normal,NIST PQC Reference,,0.91,0.0
2025-04-04 12:12:41.738382,sess_253,18.23,45.95,20.35,163.72,Kyber,4096,0.862,0.557,256,1.8047854068427505,99,0,normal,NIST PQC Reference,0.39,0.443,61.0
2025-04-04 12:12:42.738382,sess_206,6.35,46.55,38.86,195.89,Falcon,2048,0.77,0.437,256,3.571468225670057,93,0,normal,NIST PQC Reference,,0.835,0.0
2025-04-04 12:12:43.738382,sess_76,22.51,35.59,46.29,122.4,Kyber,4096,0.707,0.48,256,2.0700004798660023,93,0,normal,NIST PQC Reference,,1.301,0.0
2025-04-04 12:12:44.738382,sess_73,14.93,41.37,27.19,150.06,Falcon,1024,0.997,0.308,256,1.2815648454451551,96,0,normal,NIST PQC Reference,,0.657,0.0
2025-04-04 12:12:45.738382,sess_245,4.66,34.29,16.96,163.39,Kyber,1024,0.929,0.44,256,2.956103505473419,96,0,normal,NIST PQC Reference,,0.495,0.0
2025-04-04 12:12:46.738382,sess_176,9.49,38.9,37.47,163.6,NTRU,2048,0.721,0.37,256,2.081741772593884,96,0,normal,NIST PQC Reference,,0.963,0.0
2025-04-04 12:12:47.738382,sess_260,10.07,39.03,24.7,160.18,BIKE,1024,0.968,0.439,256,3.2697277518740018,93,0,normal,NIST PQC Reference,,0.633,0.0
2025-04-04 12:12:48.738382,sess_171,7.83,33.47,30.57,131.52,Falcon,2048,0.965,0.514,256,1.5614948346098205,90,0,normal,NIST PQC Reference,,0.913,0.0
2025-04-04 12:12:49.738382,sess_157,11.5,36.71,28.88,193.37,Falcon,1024,0.875,0.388,256,3.699034784290991,93,0,normal,NIST PQC Reference,,0.787,0.0
2025-04-04 12:12:50.738382,sess_73,11.32,39.64,24.53,125.44,Kyber,2048,0.776,0.596,256,2.4404762328003735,94,0,normal,NIST PQC Reference,2.55,0.619,6.0
2025-04-04 12:12:51.738382,sess_222,7.42,45.93,46.45,145.02,Kyber,1024,0.872,0.407,256,4.23752412701579,96,0,normal,NIST PQC Reference,,1.011,0.0
2025-04-04 12:12:52.738382,sess_254,20.55,36.02,96.03,470.65,Dilithium,512,0.284,0.937,256,5.721767279952266,71,1,side_channel,CVE-2023-4567 | CHES 2023 | IACR ePrint 2023/456,,2.666,0.0
2025-04-04 12:12:53.738382,sess_245,14.36,27.36,13.94,174.48,NTRU,4096,0.777,0.396,256,3.925269183472307,94,0,normal,NIST PQC Reference,6.86,0.509,8.0
2025-04-04 12:12:54.738382,sess_142,14.07,34.62,19.39,136.91,Kyber,2048,0.734,0.371,256,1.0521812946281943,94,0,normal,NIST PQC Reference,,0.56,0.0
2025-04-04 12:12:55.738382,sess_156,23.44,42.05,29.92,217.0,BIKE,1024,0.883,0.505,256,4.879766554679508,95,0,normal,NIST PQC Reference,,0.712,0.0
2025-04-04 12:12:56.738382,sess_187,26.87,43.12,25.59,219.55,BIKE,2048,0.903,0.484,256,3.2208660853682187,93,0,normal,NIST PQC Reference,,0.593,0.0
2025-04-04 12:12:57.738382,sess_182,10.62,23.94,39.26,227.74,BIKE,2048,0.987,0.328,256,4.486343361032619,95,0,normal,NIST PQC Reference,,1.64,0.0
2025-04-04 12:12:58.738382,sess_274,15.14,36.02,26.39,192.85,Falcon,4096,0.823,0.457,256,2.2298362786249153,90,0,normal,NIST PQC Reference,,0.733,0.0
2025-04-04 12:12:59.738382,sess_58,11.75,31.1,24.08,150.99,NTRU,2048,0.868,0.519,256,4.73639664616273,93,0,normal,NIST PQC Reference,39.08,0.774,45.0
2025-04-04 12:13:00.738382,sess_182,2.49,40.48,33.9,148.3,Kyber,1024,0.704,0.306,256,4.169375920093604,92,0,normal,NIST PQC Reference,5.75,0.837,3.0
2025-04-04 12:13:01.738382,sess_223,12.12,41.04,35.01,130.45,Kyber,1024,0.92,0.333,256,4.402112461694919,95,0,normal,NIST PQC Reference,,0.853,0.0
2025-04-04 12:13:02.738382,sess_188,25.22,47.96,39.33,153.24,NTRU,1024,0.703,0.505,256,4.953150962917137,95,0,normal,NIST PQC Reference,0.82,0.82,32.0
2025-04-04 12:13:03.738382,sess_12,11.18,20.56,13.72,181.2,BIKE,4096,0.825,0.535,256,4.532431081855246,99,0,normal,NIST PQC Reference,5.5,0.667,86.0
2025-04-04 12:13:04.738382,sess_2,7.38,41.38,18.61,175.89,NTRU,2048,0.864,0.528,256,2.034145508573369,92,0,normal,NIST PQC Reference,,0.45,0.0
2025-04-04 12:13:05.738382,sess_157,11.74,35.38,21.4,170.39,BIKE,1024,0.782,0.315,256,3.763389188225251,99,0,normal,NIST PQC Reference,0.17,0.605,16.0
2025-04-04 12:13:06.738382,sess_332,42.18,102.6,93.53,103.63,BIKE,128,0.435,0.957,256,14.46959732901521,77,1,fragmentation_attack,CVE-2022-26320 | ACM CCS '22 | Falcon's CVE-2023-4567,,0.912,0.0
2025-04-04 12:13:07.738382,sess_207,2.64,28.62,35.77,174.92,BIKE,1024,0.818,0.342,256,2.4774263585727496,94,0,normal,NIST PQC Reference,,1.25,0.0
2025-04-04 12:13:08.738382,sess_176,15.85,35.72,34.88,219.5,BIKE,4096,0.707,0.428,256,1.1734117571430467,97,0,normal,NIST PQC Reference,4.5,0.976,22.0
2025-04-04 12:13:09.738382,sess_197,16.69,31.7,25.12,187.02,Falcon,2048,0.791,0.323,256,4.585814463102545,92,0,normal,NIST PQC Reference,1.99,0.792,54.0
2025-04-04 12:13:10.738382,sess_122,17.72,43.28,7.92,189.02,BIKE,2048,0.802,0.361,256,2.3803123137350726,91,0,normal,NIST PQC Reference,1.0,0.183,87.0
2025-04-04 12:13:11.738382,sess_141,21.01,31.74,9.62,154.8,BIKE,2048,0.816,0.493,256,3.0582352919162075,91,0,normal,NIST PQC Reference,8.18,0.303,119.0
2025-04-04 12:13:12.738382,sess_220,20.26,28.25,14.2,150.32,Kyber,4096,0.702,0.544,256,4.824206788629236,96,0,normal,NIST PQC Reference,7.23,0.503,100.0
2025-04-04 12:13:13.738382,sess_323,19.15,17.31,32.36,199.27,BIKE,2048,0.981,0.466,256,3.4755690940422372,95,0,normal,NIST PQC Reference,1.76,1.869,34.0
2025-04-04 12:13:14.738382,sess_181,15.83,39.55,21.25,141.99,Kyber,2048,0.758,0.356,256,1.948478473405204,94,0,normal,NIST PQC Reference,2.93,0.537,71.0
2025-04-04 12:13:15.738382,sess_65,18.16,53.17,31.82,207.45,Falcon,1024,0.821,0.451,256,2.4170198857308693,95,0,normal,NIST PQC Reference,,0.598,0.0
2025-04-04 12:13:16.738382,sess_217,9.54,28.46,45.1,212.06,Falcon,1024,0.794,0.44,256,3.4019223379309214,94,0,normal,NIST PQC Reference,,1.585,0.0
2025-04-04 12:13:17.738382,sess_76,20.19,30.92,27.3,170.64,Falcon,4096,0.879,0.531,256,4.701932134888165,97,0,normal,NIST PQC Reference,1.64,0.883,34.0
2025-04-04 12:13:18.738382,sess_96,12.86,30.58,39.64,191.42,NTRU,4096,0.756,0.327,256,1.67517551222114,100,0,normal,NIST PQC Reference,,1.296,0.0
2025-04-04 12:13:19.738382,sess_323,17.07,50.01,22.26,148.88,BIKE,1024,0.995,0.54,256,2.243134844429116,92,0,normal,NIST PQC Reference,1.34,0.445,6.0
2025-04-04 12:13:20.738382,sess_179,15.85,41.68,21.09,118.86,NTRU,1024,0.991,0.554,256,1.7285676511738237,99,0,normal,NIST PQC Reference,,0.506,0.0
2025-04-04 12:13:21.738382,sess_34,16.4,26.0,54.46,183.23,BIKE,4096,0.849,0.5,256,4.063744546992758,100,0,normal,NIST PQC Reference,,2.095,0.0
2025-04-04 12:13:22.738382,sess_273,61.26,104.82,89.08,99.35,BIKE,256,0.227,0.996,128,7.752783162715177,76,1,fragmentation_attack,CVE-2022-26320 | ACM CCS '22 | Falcon's CVE-2023-4567,,0.85,0.0
2025-04-04 12:13:23.738382,sess_52,24.41,45.76,45.93,158.75,NTRU,2048,0.796,0.514,256,4.231080613485622,98,0,normal,NIST PQC Reference,7.45,1.004,92.0
2025-04-04 12:13:24.738382,sess_255,14.55,41.25,55.39,160.48,Kyber,2048,0.921,0.378,256,1.5597591554397199,100,0,normal,NIST PQC Reference,,1.343,0.0
2025-04-04 12:13:25.738382,sess_186,14.21,31.58,19.88,116.9,Kyber,2048,0.952,0.419,256,1.9648269296313772,98,0,normal,NIST PQC Reference,,0.629,0.0
2025-04-04 12:13:26.738382,sess_299,13.85,40.03,42.7,175.45,Falcon,2048,0.703,0.361,256,2.2782216063366043,98,0,normal,NIST PQC Reference,,1.067,0.0
2025-04-04 12:13:27.738382,sess_103,13.7,22.97,27.54,164.0,NTRU,4096,0.759,0.509,256,2.789925465265312,92,0,normal,NIST PQC Reference,,1.199,0.0
2025-04-04 12:13:28.738382,sess_103,19.02,33.74,40.8,144.65,Falcon,4096,0.996,0.562,256,1.1873017968783928,96,0,normal,NIST PQC Reference,3.76,1.209,1.0
2025-04-04 12:13:29.738382,sess_320,13.66,26.15,55.73,171.3,NTRU,2048,0.706,0.408,256,3.2251892363789194,90,0,normal,NIST PQC Reference,4.36,2.131,102.0
2025-04-04 12:13:30.738382,sess_61,15.65,39.35,95.89,417.61,Dilithium,256,0.368,0.998,128,11.991424225432961,76,1,side_channel,CVE-2023-4567 | CHES 2023 | IACR ePrint 2023/456,7.24,2.437,82.0
2025-04-04 12:13:31.738382,sess_33,14.84,30.65,22.87,182.66,BIKE,4096,0.891,0.444,256,2.6253295203559865,94,0,normal,NIST PQC Reference,,0.746,0.0
2025-04-04 12:13:32.738382,sess_82,21.94,13.73,9.22,125.19,Kyber,4096,0.773,0.525,256,1.1428823471117044,100,0,normal,NIST PQC Reference,8.32,0.671,102.0
2025-04-04 12:13:33.738382,sess_238,13.29,32.03,15.92,134.44,Kyber,2048,0.736,0.555,256,2.8872724731535793,90,0,normal,NIST PQC Reference,,0.497,0.0
2025-04-04 12:13:34.738382,sess_146,13.19,34.44,34.85,153.0,NTRU,4096,0.968,0.486,256,3.8202724580397396,93,0,normal,NIST PQC Reference,,1.012,0.0
2025-04-04 12:13:35.738382,sess_29,18.61,25.97,24.75,192.23,BIKE,1024,0.74,0.405,256,2.627009529408717,97,0,normal,NIST PQC Reference,,0.953,0.0
2025-04-04 12:13:36.738382,sess_127,13.25,33.17,38.14,171.79,Falcon,2048,0.716,0.318,256,1.7073548920611792,97,0,normal,NIST PQC Reference,,1.15,0.0
2025-04-04 12:13:37.738382,sess_259,13.2,44.27,19.19,218.48,Falcon,1024,0.922,0.478,256,1.5776599568070715,98,0,normal,NIST PQC Reference,,0.433,0.0
2025-04-04 12:13:38.738382,sess_44,6.65,49.12,17.58,175.51,Falcon,4096,0.78,0.448,256,1.0976067848967337,97,0,normal,NIST PQC Reference,,0.358,0.0
2025-04-04 12:13:39.738382,sess_79,7.22,39.85,17.2,208.61,NTRU,1024,0.846,0.425,256,4.189853128476521,96,0,normal,NIST PQC Reference,4.94,0.432,67.0
2025-04-04 12:13:40.738382,sess_27,6.23,30.64,39.72,199.07,Falcon,2048,0.728,0.401,256,3.720252585817176,99,0,normal,NIST PQC Reference,5.66,1.296,87.0
